,selected_image_indices,value,selected_image_names,selected_images,selected_image_classes
140,773,0.040135633,184a185e7447.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
141,287,0.04005184,d436c06f0490.png,"[[[1 0 0]
  [3 2 0]
  [2 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 0]]

 [[3 2 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [1 0 0]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 1 0]
  [3 2 0]
  [2 1 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
142,2320,0.040015243,7b8c78b41c0d.png,"[[[10  5  6]
  [10  5  6]
  [10  5  5]
  ...
  [ 6  6  7]
  [ 6  5  6]
  [ 6  4  6]]

 [[10  5  5]
  [10  6  6]
  [10  6  6]
  ...
  [ 6  5  6]
  [ 6  5  6]
  [ 6  4  7]]

 [[10  5  7]
  [10  6  6]
  [10  6  6]
  ...
  [ 6  5  7]
  [ 6  5  6]
  [ 5  5  6]]

 ...

 [[ 8  5  6]
  [ 8  5  6]
  [ 8  6  6]
  ...
  [ 6  5  7]
  [ 6  5  7]
  [ 6  5  7]]

 [[ 8  5  6]
  [ 8  5  6]
  [ 8  6  7]
  ...
  [ 6  6  7]
  [ 6  5  7]
  [ 5  6  7]]

 [[ 8  5  6]
  [ 8  5  6]
  [ 8  5  6]
  ...
  [ 6  6  8]
  [ 6  5  7]
  [ 6  5  6]]]",Mild
143,3503,0.039938767,f58d37d48e42.png,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [2 2 2]
  [1 1 1]
  [2 2 2]]

 [[1 1 1]
  [2 0 1]
  [2 1 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
144,3648,0.03989848,2fe06bedb2c4.png,"[[[6 5 7]
  [6 5 7]
  [6 5 7]
  ...
  [6 6 7]
  [6 6 7]
  [6 5 7]]

 [[6 6 7]
  [6 6 7]
  [6 6 8]
  ...
  [7 5 8]
  [6 6 7]
  [6 6 7]]

 [[6 6 7]
  [6 5 7]
  [6 5 8]
  ...
  [6 6 7]
  [6 6 8]
  [6 5 8]]

 ...

 [[7 5 7]
  [7 5 7]
  [7 6 8]
  ...
  [6 6 7]
  [6 6 7]
  [6 5 8]]

 [[7 5 7]
  [7 5 7]
  [7 6 7]
  ...
  [6 6 8]
  [7 6 8]
  [6 5 7]]

 [[7 5 8]
  [7 6 8]
  [7 6 7]
  ...
  [7 5 8]
  [7 6 8]
  [6 6 8]]]",Severe
145,2455,0.039843332,f72ef9ceeaa8.png,"[[[4 4 6]
  [4 4 6]
  [4 3 6]
  ...
  [5 3 6]
  [4 4 6]
  [4 3 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 3 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 5]]

 ...

 [[5 3 6]
  [5 4 6]
  [5 4 6]
  ...
  [5 4 7]
  [5 4 6]
  [5 4 6]]

 [[5 4 7]
  [5 4 6]
  [5 4 6]
  ...
  [5 4 7]
  [4 4 7]
  [4 4 6]]

 [[5 4 6]
  [5 3 6]
  [5 4 6]
  ...
  [4 4 6]
  [5 4 7]
  [5 4 6]]]",Mild
146,1114,0.039775006,13c191b59ed0.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
147,2165,0.039739303,c7c0470bcf87.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 4 6]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 6]
  [5 4 6]
  [5 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 7]
  [4 4 6]]

 [[4 4 7]
  [4 4 7]
  [4 4 6]
  ...
  [5 4 6]
  [4 4 7]
  [4 4 6]]]",Mild
148,2845,0.039663702,67844c46bc61.png,"[[[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[2 0 1]
  [2 1 2]
  [3 1 2]
  ...
  [2 1 1]
  [3 2 2]
  [3 1 2]]

 ...

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [2 1 1]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [3 1 2]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [2 0 1]
  [2 0 1]
  [1 1 1]]]",Mild
149,2753,0.039580867,cb602182cde3.png,"[[[4 0 0]
  [4 0 0]
  [1 0 0]
  ...
  [2 1 0]
  [1 0 0]
  [1 0 0]]

 [[2 1 0]
  [2 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [2 0 1]]

 [[1 0 0]
  [2 1 0]
  [1 0 0]
  ...
  [1 0 0]
  [2 0 1]
  [2 0 1]]

 ...

 [[2 0 0]
  [3 0 0]
  [0 1 2]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 1]
  [0 0 0]
  [0 0 0]]

 [[0 1 3]
  [0 2 1]
  [3 0 0]
  ...
  [0 0 1]
  [0 0 0]
  [1 0 0]]]",Mild
150,3394,0.03949154,26463a5fb949.png,"[[[1 1 1]
  [2 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [2 1 2]
  [1 1 1]]

 [[2 1 1]
  [2 1 1]
  [2 1 1]
  ...
  [1 1 1]
  [2 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [2 2 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
151,3186,0.03945675,913490237ad4.png,"[[[4 4 7]
  [4 4 7]
  [5 4 6]
  ...
  [5 4 6]
  [4 4 7]
  [4 4 6]]

 [[5 4 7]
  [5 4 7]
  [5 4 7]
  ...
  [5 4 6]
  [4 4 7]
  [4 4 6]]

 [[4 3 7]
  [5 4 6]
  [5 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [5 4 6]]

 ...

 [[6 4 7]
  [6 5 6]
  [5 5 7]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 7]]

 [[5 4 6]
  [6 5 7]
  [5 5 7]
  ...
  [5 5 6]
  [5 5 6]
  [5 4 6]]

 [[5 4 6]
  [5 5 7]
  [5 5 6]
  ...
  [6 5 7]
  [5 5 7]
  [5 4 6]]]",Severe
152,674,0.03943266,9910c827e2fe.png,"[[[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 0 0]
  [2 1 0]
  [3 2 0]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 0 0]
  [2 1 0]
  [3 2 0]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 0 0]
  [2 1 0]
  [3 2 0]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [0 0 0]
  [1 1 1]]]",Normal
153,2475,0.039289974,a4359815f152.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 7]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 3 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 4 5]
  [4 4 6]
  [4 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 3 6]
  [4 4 5]
  [4 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 5]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]]",Mild
154,3206,0.039246306,f080a22008be.png,"[[[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[2 2 2]
  [1 1 1]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]

 [[2 2 2]
  [2 1 1]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]]",Severe
155,5,0.039231494,a821b6ecef33.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
156,2319,0.03901446,63c3c571b8ee.png,"[[[1 1 0]
  [1 0 0]
  [2 1 0]
  ...
  [1 0 0]
  [1 0 0]
  [0 0 0]]

 [[0 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [2 1 0]
  [1 0 1]]

 [[0 0 0]
  [0 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [2 1 0]
  [0 1 0]]

 ...

 [[4 0 0]
  [1 0 0]
  [1 1 0]
  ...
  [0 1 0]
  [0 0 1]
  [0 0 0]]

 [[2 0 0]
  [0 0 2]
  [1 0 1]
  ...
  [0 1 1]
  [0 0 4]
  [1 0 0]]

 [[0 1 0]
  [0 1 5]
  [0 2 4]
  ...
  [0 1 1]
  [0 0 5]
  [3 0 1]]]",Mild
157,143,0.038963158,05b1bb2bdb81.png,"[[[10  8 13]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 14]
  [10  8 14]
  [ 9  8 14]]

 [[10  8 14]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 13]
  [10  8 14]
  [ 9  8 14]]

 [[10  8 14]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 14]
  [10  8 14]
  [10  8 14]]

 ...

 [[10  9 14]
  [10  9 14]
  [11  9 14]
  ...
  [10  9 14]
  [10  8 14]
  [10  8 14]]

 [[10  8 14]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 14]
  [10  8 13]
  [10  8 14]]

 [[10  9 14]
  [10  9 15]
  [10  9 14]
  ...
  [10  8 14]
  [10  8 14]
  [10  8 14]]]",Normal
158,94,0.038941387,dcf109df1a2b.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
159,223,0.038860224,3323fd59782e.png,"[[[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 0]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [1 0 0]]

 [[2 2 1]
  [2 2 1]
  [1 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [1 2 0]
  [1 1 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [1 1 0]
  [1 1 0]
  [0 0 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 1]
  [1 1 3]]]",Normal
160,3375,0.03878604,3ca637fddd56.png,"[[[2 0 2]
  [1 0 1]
  [1 0 1]
  ...
  [1 0 1]
  [1 0 1]
  [1 0 1]]

 [[1 0 1]
  [2 0 2]
  [1 0 1]
  ...
  [1 0 1]
  [1 0 1]
  [2 0 2]]

 [[1 0 1]
  [2 0 2]
  [2 0 2]
  ...
  [1 0 1]
  [2 0 2]
  [2 0 2]]

 ...

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [1 0 1]
  [1 0 1]
  [2 0 2]]

 [[3 1 3]
  [2 0 2]
  [1 0 1]
  ...
  [2 0 2]
  [2 0 2]
  [1 0 1]]

 [[2 0 2]
  [2 0 2]
  [1 0 1]
  ...
  [1 0 1]
  [2 0 2]
  [1 0 1]]]",Severe
161,1945,0.038722564,00b74780d31d.png,"[[[4 4 6]
  [5 4 6]
  [4 4 6]
  ...
  [4 5 6]
  [4 4 7]
  [4 4 7]]

 [[4 4 7]
  [4 4 7]
  [5 4 6]
  ...
  [4 4 7]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [5 4 6]
  ...
  [4 4 7]
  [4 5 7]
  [4 4 6]]

 ...

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 7]
  [5 4 7]]]",Mild
162,2883,0.038693972,0124dffecf29.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 0 1]
  [2 0 1]]

 [[3 1 2]
  [3 0 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[2 2 2]
  [1 2 1]
  [1 1 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [2 0 1]
  [2 1 2]
  [1 1 1]]]",Mild
163,1352,0.038640544,a9dc80cba9a4.png,"[[[ 9  7 13]
  [ 9  7 13]
  [ 9  7 13]
  ...
  [ 9  7 13]
  [ 9  8 13]
  [ 9  7 13]]

 [[ 9  8 13]
  [ 9  7 13]
  [ 9  8 13]
  ...
  [ 9  8 13]
  [ 9  8 13]
  [ 9  8 13]]

 [[ 9  8 13]
  [ 9  7 13]
  [ 9  8 13]
  ...
  [ 9  8 13]
  [ 9  8 13]
  [ 9  7 13]]

 ...

 [[ 9  8 13]
  [ 9  8 13]
  [ 9  8 13]
  ...
  [ 9  8 13]
  [ 9  7 13]
  [ 9  7 13]]

 [[ 9  7 13]
  [ 9  7 13]
  [ 9  8 13]
  ...
  [ 9  8 13]
  [ 9  8 13]
  [ 9  8 13]]

 [[ 9  8 13]
  [ 9  8 13]
  [ 9  8 13]
  ...
  [ 9  8 13]
  [ 9  7 13]
  [ 9  7 14]]]",Normal
164,3331,0.03861392,a0cd7bffdaa0.png,"[[[2 0 1]
  [2 0 1]
  [1 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 0 1]
  [2 0 1]
  [3 1 2]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]]",Severe
165,2599,0.038466804,9b95d6203406.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 1 3]
  [0 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [0 1 0]]

 [[1 0 3]
  [2 0 0]
  [0 1 0]
  ...
  [2 0 0]
  [2 0 0]
  [0 1 0]]

 [[1 0 3]
  [2 0 0]
  [0 1 0]
  ...
  [3 0 0]
  [4 0 0]
  [0 1 0]]]",Mild
166,681,0.038432494,5257cb536da2.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
167,758,0.038376212,43e9c66eb0f3.png,"[[[10  8 14]
  [10  8 14]
  [10  8 14]
  ...
  [10  8 13]
  [10  8 13]
  [ 9  8 14]]

 [[10  8 14]
  [10  8 14]
  [10  8 14]
  ...
  [10  8 14]
  [ 9  8 14]
  [10  8 13]]

 [[10  8 14]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 13]
  [ 9  8 13]
  [ 9  8 13]]

 ...

 [[10  8 14]
  [10  9 14]
  [10  8 14]
  ...
  [10  8 13]
  [10  8 14]
  [10  9 14]]

 [[10  8 13]
  [10  8 14]
  [10  8 14]
  ...
  [10  9 14]
  [10  8 14]
  [10  8 14]]

 [[ 9  8 14]
  [10  8 14]
  [10  9 14]
  ...
  [10  8 13]
  [10  8 14]
  [10  8 13]]]",Normal
168,3328,0.038346805,58b866484a05.png,"[[[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 ...

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
169,2926,0.038296018,92d8a7c8e718.png,"[[[14  9 15]
  [14  9 15]
  [14  9 15]
  ...
  [14  9 15]
  [14  9 15]
  [13  8 14]]

 [[14  9 15]
  [14  9 15]
  [14  9 15]
  ...
  [14  9 15]
  [14  9 15]
  [13  8 14]]

 [[14  9 15]
  [14  9 15]
  [14  9 15]
  ...
  [14  9 15]
  [14  9 15]
  [13  8 14]]

 ...

 [[14  9 15]
  [14  9 15]
  [14  9 15]
  ...
  [14  9 14]
  [14  9 15]
  [13  8 14]]

 [[13  8 14]
  [14  9 15]
  [14  9 15]
  ...
  [14  9 15]
  [14  9 15]
  [13  8 14]]

 [[14  9 15]
  [13  8 15]
  [14  9 15]
  ...
  [14  9 15]
  [14  8 14]
  [13  8 14]]]",Mild
170,409,0.0382627,f8d62557ad0c.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
171,2784,0.038194954,3fd7df6099e3.png,"[[[1 1 2]
  [3 0 2]
  [3 1 1]
  ...
  [3 0 2]
  [3 1 2]
  [2 0 2]]

 [[2 1 2]
  [3 0 3]
  [3 0 2]
  ...
  [4 0 2]
  [3 0 2]
  [2 0 2]]

 [[4 0 2]
  [4 0 3]
  [4 0 3]
  ...
  [4 1 2]
  [3 0 2]
  [3 0 2]]

 ...

 [[3 0 2]
  [3 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[3 1 3]
  [3 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[3 0 2]
  [3 1 3]
  [2 0 2]
  ...
  [3 0 2]
  [2 0 2]
  [2 0 2]]]",Mild
172,1457,0.038163926,d866c26d76f0.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
173,1986,0.038095105,e31c42a8652b.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 1 0]
  [0 1 0]
  [1 0 0]
  ...
  [0 0 1]
  [0 0 2]
  [0 0 1]]

 [[1 0 0]
  [0 0 3]
  [0 1 1]
  ...
  [0 0 2]
  [0 0 0]
  [0 0 0]]

 [[2 0 1]
  [0 0 8]
  [0 0 3]
  ...
  [0 0 3]
  [0 0 0]
  [0 1 0]]]",Mild
174,2270,0.038069,310c27067ac0.png,"[[[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [1 0 0]
  [2 1 0]
  [3 2 0]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [1 0 0]
  [2 1 0]
  [2 1 0]]

 [[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]]",Mild
